CMD_ID,CMD_PKT_NAME,CMD_PKT_RELID,qry_icd_cmd_definitions_agg_spec_SHORT_DESCRIPTION,qry_icd_cmd_definitions_agg_spec_DESCRIPTION,SEQUENCE_NUMBER,AGGREGATE_SPEC_RELID,MAX_LENGTH,DATA_ITEM_RELID,CONSTRAINT_RELID,ENDIAN_RELID,DATA_ITEM_NAME,UNITS,DATA_TYPE_RELID,ARRAY_RELID,ENUM_RELID,ANALOG_RELID,data_item_SHORT_DESCRIPTION,data_item_DESCRIPTION,DATA_TYPE_NAME,NUM_BITS,ENDIAN_NAME,LOW_VALUE,HIGH_VALUE,ARRAY_NAME,NUM_DIMENSIONS,DIM_1_SIZE,DIM_2_SIZE,ANALOG_NAME,NUM_COEF,COEF_0,COEF_1
160,BAT_PMK_SM_CTRL,170,Pumpkin Battery Switch Module MCU Control,Send control commands to the Pumpkin Battery Switch Module MCU based on the action specified in the BAT_PMK_SM_ACTION parameter. Some actions require an additional parameter value provided in BAT_PMK_SM_PARAM.,20,32201,2,32202,,2,BAT_PMK_SM_PARAM,,24,,,,Pumpkin Battery Switch Module Control Parameter,"Required additional parameter for some of the actions specified by the BAT_PMK_SM_ACTION parameter.  If not required, may be set to zero.",UInt8,8,little_endian,,,,,,,,,,
161,BAT_PMK_SM_PWR_ON,171,Pumpkin Battery Switch Module Power On,Power on the selected Pumpkin Battery Switch Module channel by sending MCU commands.,10,32210,1,32200,,2,BAT_PMK_SM_CHAN,,24,,4900,,Pumpkin Battery Switch Module Power Channel,Specified which Pumpkin Battery Switch Module power channel to act upon.,UInt8,8,little_endian,,,,,,,,,,
162,BAT_PMK_SM_PWR_OFF,172,Pumpkin Battery Switch Module Power Off,Power off the selected Pumpkin Battery Switch Module channel by sending MCU commands.,10,32211,1,32200,,2,BAT_PMK_SM_CHAN,,24,,4900,,Pumpkin Battery Switch Module Power Channel,Specified which Pumpkin Battery Switch Module power channel to act upon.,UInt8,8,little_endian,,,,,,,,,,
163,BAT_PMK_SM_SET,173,Pumpkin Battery Switch Module Set,"Set the Shunt resistor value (uOhm), Current limit (mA), or linear fit coefficients (scaling factor and offset) for a given PORT to a specified VALUE",10,32220,22,32203,,2,BAT_PMK_SM_ITEM_SEL,,24,,4901,,Pumpkin Battery Switch Module Item to set,,UInt8,8,little_endian,,,,,,,,,,
163,BAT_PMK_SM_SET,173,Pumpkin Battery Switch Module Set,"Set the Shunt resistor value (uOhm), Current limit (mA), or linear fit coefficients (scaling factor and offset) for a given PORT to a specified VALUE",20,32221,22,32204,,2,BAT_PMK_SM_SHUNT,,25,,,,Pumpkin Battery Switch Module Shunt resistor,,UInt16,16,little_endian,,,,,,,,,,
163,BAT_PMK_SM_SET,173,Pumpkin Battery Switch Module Set,"Set the Shunt resistor value (uOhm), Current limit (mA), or linear fit coefficients (scaling factor and offset) for a given PORT to a specified VALUE",30,32222,22,32205,,2,BAT_PMK_SM_I_LIMIT,,25,,,,Pumpkin Battery Switch Module Current limit,,UInt16,16,little_endian,,,,,,,,,,
163,BAT_PMK_SM_SET,173,Pumpkin Battery Switch Module Set,"Set the Shunt resistor value (uOhm), Current limit (mA), or linear fit coefficients (scaling factor and offset) for a given PORT to a specified VALUE",40,32223,22,32206,,2,BAT_PMK_SM_I_OFFSET,,29,,,,Pumpkin Battery Switch Module Current offset,,Ieee64,64,little_endian,,,,,,,,,,
163,BAT_PMK_SM_SET,173,Pumpkin Battery Switch Module Set,"Set the Shunt resistor value (uOhm), Current limit (mA), or linear fit coefficients (scaling factor and offset) for a given PORT to a specified VALUE",50,32224,22,32207,,2,BAT_PMK_SM_I_SCALE,,29,,,,Pumpkin Battery Switch Module Current scaling factor,,Ieee64,64,little_endian,,,,,,,,,,
163,BAT_PMK_SM_SET,173,Pumpkin Battery Switch Module Set,"Set the Shunt resistor value (uOhm), Current limit (mA), or linear fit coefficients (scaling factor and offset) for a given PORT to a specified VALUE",60,32225,22,32208,,2,BAT_PMK_SM_PORT,,24,,4900,,Pumpkin Battery Switch Module Port,,UInt8,8,little_endian,,,,,,,,,,
164,BAT_PMK_FUN,174,Pumpkin Battery Function,Commands the Pumpkin Battery to execute the specified function.,10,33000,13,33000,,2,BAT_PMK_FUN_ID,,24,,,,Pumpkin Battery Function ID,ID of the function to be executed by the Pumpkin Battery.,UInt8,8,little_endian,,,,,,,,,,
164,BAT_PMK_FUN,174,Pumpkin Battery Function,Commands the Pumpkin Battery to execute the specified function.,20,33001,13,33001,,2,BAT_PMK_FUN_PARAM1,,26,,,,Pumpkin Battery Function Parameter 1,Parameter 1 of the function to be executed by the Pumpkin Battery.,UInt32,32,little_endian,,,,,,,,,,
164,BAT_PMK_FUN,174,Pumpkin Battery Function,Commands the Pumpkin Battery to execute the specified function.,30,33002,13,33002,,2,BAT_PMK_FUN_PARAM2,,29,,,,Pumpkin Battery Function Parameter 2,Parameter 2 of the function to be executed by the Pumpkin Battery.,Ieee64,64,little_endian,,,,,,,,,,
165,BAT_PMK_BQF_RD,175,Pumpkin Battery Flash Read,Read from the flash on the Pumpkin Battery BQ34Z651 gas gauge.,10,33100,3,33100,,2,BAT_PMK_BQF_RD_SUBID,,24,,,,Pumpkin Battery Flash Read Element SubID,Subclass ID of the flash page containing the flash element to read from the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
165,BAT_PMK_BQF_RD,175,Pumpkin Battery Flash Read,Read from the flash on the Pumpkin Battery BQ34Z651 gas gauge.,20,33101,3,33101,,2,BAT_PMK_BQF_RD_OFF,,24,,,,Pumpkin Battery Flash Read Element Offset,Offset within the flash page containing the flash element to read from the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
165,BAT_PMK_BQF_RD,175,Pumpkin Battery Flash Read,Read from the flash on the Pumpkin Battery BQ34Z651 gas gauge.,30,33102,3,33102,,2,BAT_PMK_BQF_RD_LEN,,24,,,,Pumpkin Battery Flash Read Element Length,Length of the flash element to read from the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
166,BAT_PMK_BQF_WR,176,Pumpkin Battery Flash Write,Write to the flash on the Pumpkin Battery BQ34Z651 gas gauge.,10,33200,68,33200,,2,BAT_PMK_BQF_WR_SUBID,,24,,,,Pumpkin Battery Flash Write Element SubID,Subclass ID of the flash page containing the flash element to write to the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
166,BAT_PMK_BQF_WR,176,Pumpkin Battery Flash Write,Write to the flash on the Pumpkin Battery BQ34Z651 gas gauge.,20,33201,68,33201,,2,BAT_PMK_BQF_WR_OFF,,24,,,,Pumpkin Battery Flash Write Element Offset,Offset within the flash page containing the flash element to write to the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
166,BAT_PMK_BQF_WR,176,Pumpkin Battery Flash Write,Write to the flash on the Pumpkin Battery BQ34Z651 gas gauge.,30,33202,68,33202,,2,BAT_PMK_BQF_WR_LEN,,24,,,,Pumpkin Battery Flash Write Element Length,Length of the flash element to write to the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
166,BAT_PMK_BQF_WR,176,Pumpkin Battery Flash Write,Write to the flash on the Pumpkin Battery BQ34Z651 gas gauge.,40,33203,68,33203,,2,BAT_PMK_BQF_WR_DATA,,301,1600,,,Pumpkin Battery Flash Write Element Data,"Formatted data to write to the flash element  of the BQ34Z651 gas gauge chip denoted by the Subclass ID, Offset, and Length parameters.  The data is formatted as a string of comma-separated decimal integers corresponding to ASCII characters of the data to be written.  If the data to be written is a string, the first character in the string command parameter should be the length of the string of data excluding the commas.",Character,8,little_endian,,,BAT_PMK_BQF_WR_CMD_DATA,1,65,,,,,
167,BAT_PMK_BQS_RD,177,Pumpkin Battery SMB Read,Send an SMB read command to the Pumpkin Battery BQ34Z651 gas gauge.,10,33300,2,33300,,2,BAT_PMK_BQS_RD_ADDR,,24,,,,Pumpkin Battery SMB Read Address,Address (SMB command) of the data to read from the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
167,BAT_PMK_BQS_RD,177,Pumpkin Battery SMB Read,Send an SMB read command to the Pumpkin Battery BQ34Z651 gas gauge.,20,33301,2,33301,,2,BAT_PMK_BQS_RD_LEN,,24,,,,Pumpkin Battery SMB Read Length,Length of the data corresponding to the SMB command to read from the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
168,BAT_PMK_BQS_WR,178,Pumpkin Battery SMB Write,Send an SMB write command to the Pumpkin Battery BQ34Z651 gas gauge.,10,33400,67,33400,,2,BAT_PMK_BQS_WR_ADDR,,24,,,,Pumpkin Battery SMB Write Address,Address (SMB command) of the data to write to the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
168,BAT_PMK_BQS_WR,178,Pumpkin Battery SMB Write,Send an SMB write command to the Pumpkin Battery BQ34Z651 gas gauge.,20,33401,67,33401,,2,BAT_PMK_BQS_WR_LEN,,24,,,,Pumpkin Battery SMB Write Length,Length of the data corresponding to the SMB command to write to the BQ34Z651 gas gauge chip,UInt8,8,little_endian,,,,,,,,,,
168,BAT_PMK_BQS_WR,178,Pumpkin Battery SMB Write,Send an SMB write command to the Pumpkin Battery BQ34Z651 gas gauge.,30,33402,67,33402,,2,BAT_PMK_BQS_WR_DATA,,301,1601,,,Pumpkin Battery SMB Write Data,"Formatted data to be included with the corresponding SMB command of the BQ34Z651 gas gauge chip denoted by the Address and Length parameters.  The data is formatted as a string of comma-separated decimal integers corresponding to ASCII characters of the data to be written.  If the data to be written is a string, the first character in the string command parameter should be the length of the string of data excluding the commas.",Character,8,little_endian,,,BAT_PMK_BQS_WR_CMD_DATA,1,65,,,,,
169,BAT_PMK_BQM_RD,179,Pumpkin Battery Manufacturer Access Register Read,Read from the Manufacturer Access register on the Pumpkin Battery BQ34Z651 gas gauge.,10,33500,2,33500,,2,BAT_PMK_BQM_RD_CMD,,25,,,,Pumpkin Battery Manufacturer Access Register Read Command,"For a read of the Manufacturer Access Register, a command must be written to request the data.  The data is then written to the register which can then be read.",UInt16,16,little_endian,,,,,,,,,,
170,BAT_PMK_BQM_WR,180,Pumpkin Battery Manufacturer Access Register Write,Write to the Manufacturer Access register on the Pumpkin Battery BQ34Z651 gas gauge.,10,33600,6,33600,,2,BAT_PMK_BQM_WR_LEN,,24,,,,Pumpkin Battery Manufacturer Access Register Write Length,Length of the data to be written to the Manufacturer Access Register.,UInt8,8,little_endian,,,,,,,,,,
170,BAT_PMK_BQM_WR,180,Pumpkin Battery Manufacturer Access Register Write,Write to the Manufacturer Access register on the Pumpkin Battery BQ34Z651 gas gauge.,20,33601,6,33601,,2,BAT_PMK_BQM_WR_DATA,,301,1602,,,Pumpkin Battery Manufacturer Access Register Write Data,Data to be written to the Manufacturer Access Register.,Character,8,little_endian,,,BAT_PMK_BQM_WR_CMD_DATA,1,5,,,,,
