TLM_PKT_NAME,PKT_ID,TLM_PKT_RELID,tlm_pkt_SHORT_DESCRIPTION,tlm_pkt_DESCRIPTION,MAX_LENGTH,SEQUENCE_NUMBER,AGGREGATE_SPEC_RELID,DATA_ITEM_NAME,DATA_ITEM_RELID,data_item_SHORT_DESCRIPTION,data_item_DESCRIPTION,DATA_TYPE_NAME,DATA_TYPE_RELID,NUM_BITS,ARRAY_NAME,ARRAY_RELID,NUM_DIMENSIONS,DIM_1_SIZE,DIM_2_SIZE,ENUM_NAME,ENUM_RELID,CONSTRAINT_RELID,ANALOG_NAME,ANALOG_RELID,ENDIAN_NAME,ENDIAN_RELID
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,81,11947,CST_SSB_86,15233,Status Summary Bit 86,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,82,11946,CST_SSB_85,15232,Status Summary Bit 85,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,83,11945,CST_SSB_84,15231,Status Summary Bit 84,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,84,11944,CST_SSB_83,15230,Status Summary Bit 83,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,85,11943,CST_SSB_82,15229,Status Summary Bit 82,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,86,11942,CST_SSB_81,15228,Status Summary Bit 81,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,87,11941,CST_SSB_80,15227,Status Summary Bit 80,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,88,11956,CST_SSB_95,15242,Status Summary Bit 95,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,89,11955,CST_SSB_94,15241,Status Summary Bit 94,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,90,11954,CST_SSB_93,15240,Status Summary Bit 93,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,91,11953,CST_SSB_92,15239,Status Summary Bit 92,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,92,11952,CST_SSB_91,15238,Status Summary Bit 91,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,93,11951,CST_SSB_90,15237,Status Summary Bit 90,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,94,11950,CST_SSB_89,15236,Status Summary Bit 89,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,95,11949,CST_SSB_88,15235,Status Summary Bit 88,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,96,11964,CST_SSB_103,15250,Status Summary Bit 103,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,97,11963,CST_SSB_102,15249,Status Summary Bit 102,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,98,11962,CST_SSB_101,15248,Status Summary Bit 101,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,99,11961,CST_SSB_100,15247,Status Summary Bit 100,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,100,11960,CST_SSB_99,15246,Status Summary Bit 99,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,101,11959,CST_SSB_98,15245,Status Summary Bit 98,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,102,11958,CST_SSB_97,15244,Status Summary Bit 97,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,103,11957,CST_SSB_96,15243,Status Summary Bit 96,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,104,11972,CST_SSB_111,15258,Status Summary Bit 111,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,105,11971,CST_SSB_110,15257,Status Summary Bit 110,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,106,11970,CST_SSB_109,15256,Status Summary Bit 109,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,107,11969,CST_SSB_108,15255,Status Summary Bit 108,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,108,11968,CST_SSB_107,15254,Status Summary Bit 107,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,109,11967,CST_SSB_106,15253,Status Summary Bit 106,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,110,11966,CST_SSB_105,15252,Status Summary Bit 105,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,111,11965,CST_SSB_104,15251,Status Summary Bit 104,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,112,11980,CST_SSB_119,15266,Status Summary Bit 119,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,113,11979,CST_SSB_118,15265,Status Summary Bit 118,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,114,11978,CST_SSB_117,15264,Status Summary Bit 117,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,115,11977,CST_SSB_116,15263,Status Summary Bit 116,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,116,11976,CST_SSB_115,15262,Status Summary Bit 115,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,117,11975,CST_SSB_114,15261,Status Summary Bit 114,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,118,11974,CST_SSB_113,15260,Status Summary Bit 113,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,119,11973,CST_SSB_112,15259,Status Summary Bit 112,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,120,11988,CST_SSB_127,15274,Status Summary Bit 127,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,121,11987,CST_SSB_126,15273,Status Summary Bit 126,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,122,11986,CST_SSB_125,15272,Status Summary Bit 125,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,123,11985,CST_SSB_124,15271,Status Summary Bit 124,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,124,11984,CST_SSB_123,15270,Status Summary Bit 123,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,125,11983,CST_SSB_122,15269,Status Summary Bit 122,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,126,11982,CST_SSB_121,15268,Status Summary Bit 121,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,127,11981,CST_SSB_120,15267,Status Summary Bit 120,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,128,12591,CST_SSB_135,16063,Status Summary Bit 135,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
SSB,19,1421,Status Summary Bit Array,"Each bit in this array represents one error type.  If the bit is set to ERR, that error has occurred.  The bits will remain set until explicitly cleared to OK by issuing the CLEAR_SSB command.",64,129,12590,CST_SSB_134,16062,Status Summary Bit 134,,1BitUInt8,1,1,,,,,,OK_ERR,3221,1503,,,little_endian,2
